sample_id,partner_sample_id,contributor,country,location,year,month,latitude,longitude,sex_call,sample_set,release,quarter,study_id,study_url,terms_of_use_expiry_date,terms_of_use_url,unrestricted_use,mean_cov,median_cov,modal_cov,mean_cov_2L,median_cov_2L,mode_cov_2L,mean_cov_2R,median_cov_2R,mode_cov_2R,mean_cov_3L,median_cov_3L,mode_cov_3L,mean_cov_3R,median_cov_3R,mode_cov_3R,mean_cov_X,median_cov_X,mode_cov_X,frac_gen_cov,divergence,contam_pct,contam_LLR,aim_species_fraction_arab,aim_species_fraction_colu,aim_species_fraction_colu_no2l,aim_species_gambcolu_arabiensis,aim_species_gambiae_coluzzii,aim_species,country_iso,admin1_name,admin1_iso,admin2_name,taxon,cohort_admin1_year,cohort_admin1_month,cohort_admin1_quarter,cohort_admin2_year,cohort_admin2_month,cohort_admin2_quarter,pop
VBS79062-7065STDY13144741,1323_1949,Alfred Amambua-Ngwa,"Gambia, The",Ballingho,2019,10,13.493,-15.607,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,21.57,21,22,21.74,22,22,21.54,22,22,21.42,21,22,21.42,21,22,21.89,21,21,0.941,0.02098,1.682,1233.601,0.001,0.137,0.112,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kerewan,GM-N,Illiasa,bissau,GM-N_biss_2019,GM-N_biss_2019_10,GM-N_biss_2019_Q4,GM-N_Illiasa_biss_2019,GM-N_Illiasa_biss_2019_10,GM-N_Illiasa_biss_2019_Q4,VBS79062-7065STDY13144741_bissau
AG0106-C,2542,Martin Donnelly,"Gambia, The",Njabakunda,2011,8,13.55,-15.9,F,AG1000G-GM-A,3.0,3,AG1000G-GM-1,https://www.malariagen.net/partner_study/AG1000G-GM-1,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,38.32,39,39,38.51,39,39,38.35,39,40,37.71,38,39,37.84,38,39,40.03,39,39,0.933,0.022,0.389,277.718,0.0015331544653123,0.1002886002886002,0.0563847429519071,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2011,GM-N_biss_2011_08,GM-N_biss_2011_Q3,GM-N_Central-Badibu_biss_2011,GM-N_Central-Badibu_biss_2011_08,GM-N_Central-Badibu_biss_2011_Q3,AG0106-C_bissau
VBS70252-7065STDY13152769,C0353,Alfred Amambua-Ngwa,"Gambia, The",Njaba Kunda,2021,9,13.56,-15.917,F,1323-VO-GM-NGWA-VMF00235,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,38.27,39,39,38.34,39,39,38.25,39,40,37.54,38,39,38.12,38,39,39.79,39,40,0.943,0.02181,0.444,380.412,0.001,0.206,0.152,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2021,GM-N_biss_2021_09,GM-N_biss_2021_Q3,GM-N_Central-Badibu_biss_2021,GM-N_Central-Badibu_biss_2021_09,GM-N_Central-Badibu_biss_2021_Q3,VBS70252-7065STDY13152769_bissau
AG0197-C,2695,Martin Donnelly,"Gambia, The",Njabakunda,2011,10,13.55,-15.9,F,AG1000G-GM-A,3.0,4,AG1000G-GM-1,https://www.malariagen.net/partner_study/AG1000G-GM-1,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,35.83,36,37,35.9,36,36,35.8,36,37,35.38,36,37,35.45,36,37,37.37,36,37,0.936,0.021,0.472,375.069,0.0003830683777054,0.1121495327102803,0.08099173553719,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2011,GM-N_biss_2011_10,GM-N_biss_2011_Q4,GM-N_Central-Badibu_biss_2011,GM-N_Central-Badibu_biss_2011_10,GM-N_Central-Badibu_biss_2011_Q4,AG0197-C_bissau
VBS79235-7065STDY13144919,1323_2123,Alfred Amambua-Ngwa,"Gambia, The",Ndemban Tenda,2019,10,13.208,-16.344,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,29.15,29,30,29.48,30,30,29.17,30,30,28.87,29,30,28.85,29,30,29.59,29,29,0.941,0.02082,0.415,227.64,0.002,0.094,0.093,gambcolu,gambiae,gambiae,GMB,Brikama,GM-W,Foni Brefet,bissau,GM-W_biss_2019,GM-W_biss_2019_10,GM-W_biss_2019_Q4,GM-W_Foni-Brefet_biss_2019,GM-W_Foni-Brefet_biss_2019_10,GM-W_Foni-Brefet_biss_2019_Q4,VBS79235-7065STDY13144919_bissau
AG0179-C,2677,Martin Donnelly,"Gambia, The",Njabakunda,2011,9,13.55,-15.9,F,AG1000G-GM-A,3.0,3,AG1000G-GM-1,https://www.malariagen.net/partner_study/AG1000G-GM-1,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,36.88,37,37,37.03,37,37,36.69,37,38,36.54,37,38,36.64,37,37,38.21,37,37,0.935,0.021,0.435,324.939,0.0013409961685823,0.1046931407942238,0.0681629260182876,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2011,GM-N_biss_2011_09,GM-N_biss_2011_Q3,GM-N_Central-Badibu_biss_2011,GM-N_Central-Badibu_biss_2011_09,GM-N_Central-Badibu_biss_2011_Q3,AG0179-C_bissau
VBS79029-7065STDY13144706,1323_1915,Alfred Amambua-Ngwa,"Gambia, The",Ballingho,2019,10,13.493,-15.607,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,33.88,34,35,34.54,35,35,33.87,34,35,33.35,34,35,33.42,34,35,34.51,34,34,0.944,0.01997,0.45,284.849,0.001,0.062,0.069,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Illiasa,bissau,GM-N_biss_2019,GM-N_biss_2019_10,GM-N_biss_2019_Q4,GM-N_Illiasa_biss_2019,GM-N_Illiasa_biss_2019_10,GM-N_Illiasa_biss_2019_Q4,VBS79029-7065STDY13144706_bissau
VBS70285-7065STDY13152810,C0411,Alfred Amambua-Ngwa,"Gambia, The",Njaba Kunda,2021,9,13.56,-15.917,F,1323-VO-GM-NGWA-VMF00235,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,20.33,20,20,20.43,20,20,20.2,20,20,20.05,20,20,20.25,20,20,21.11,20,20,0.938,0.02081,0.639,366.4,0.001,0.123,0.112,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2021,GM-N_biss_2021_09,GM-N_biss_2021_Q3,GM-N_Central-Badibu_biss_2021,GM-N_Central-Badibu_biss_2021_09,GM-N_Central-Badibu_biss_2021_Q3,VBS70285-7065STDY13152810_bissau
VBS79213-7065STDY13144896,1323_2101,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,37.05,37,38,37.54,38,38,36.82,37,38,36.8,37,38,36.9,37,38,37.42,36,37,0.942,0.02182,0.414,275.915,0.001,0.169,0.089,gambcolu,gambiae,gambiae,GMB,Kuntaur,GM-M,Niani,bissau,GM-M_biss_2019,GM-M_biss_2019_10,GM-M_biss_2019_Q4,GM-M_Niani_biss_2019,GM-M_Niani_biss_2019_10,GM-M_Niani_biss_2019_Q4,VBS79213-7065STDY13144896_bissau
VBS70241-7065STDY13152758,C0964,Alfred Amambua-Ngwa,"Gambia, The",Njaba Kunda,2021,9,13.56,-15.917,F,1323-VO-GM-NGWA-VMF00235,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,35.91,36,37,36.55,37,37,35.71,36,37,35.37,36,37,35.67,36,37,36.5,36,36,0.948,0.01967,0.315,164.922,0.001,0.39,0.446,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2021,GM-N_biss_2021_09,GM-N_biss_2021_Q3,GM-N_Central-Badibu_biss_2021,GM-N_Central-Badibu_biss_2021_09,GM-N_Central-Badibu_biss_2021_Q3,VBS70241-7065STDY13152758_bissau
AG0144-C,2611,Martin Donnelly,"Gambia, The",Njabakunda,2011,8,13.55,-15.9,F,AG1000G-GM-A,3.0,3,AG1000G-GM-1,https://www.malariagen.net/partner_study/AG1000G-GM-1,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,33.88,34,34,33.93,34,34,33.64,34,34,33.76,34,34,33.72,34,34,35.01,34,33,0.928,0.022,0.443,332.8,0.0011503067484662,0.1130309575233981,0.0596026490066225,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2011,GM-N_biss_2011_08,GM-N_biss_2011_Q3,GM-N_Central-Badibu_biss_2011,GM-N_Central-Badibu_biss_2011_08,GM-N_Central-Badibu_biss_2011_Q3,AG0144-C_bissau
VBS79253-7065STDY13144938,1323_2142,Alfred Amambua-Ngwa,"Gambia, The",Kanuma,2019,10,13.501,-16.505,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,34.51,35,35,34.83,35,35,34.32,35,35,34.19,35,35,34.35,35,35,35.26,34,35,0.943,0.02078,0.435,259.141,0.002,0.105,0.12,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kerewan,GM-N,Lower Niumi,bissau,GM-N_biss_2019,GM-N_biss_2019_10,GM-N_biss_2019_Q4,GM-N_Lower-Niumi_biss_2019,GM-N_Lower-Niumi_biss_2019_10,GM-N_Lower-Niumi_biss_2019_Q4,VBS79253-7065STDY13144938_bissau
VBS79024-7065STDY13144701,1323_1910,Alfred Amambua-Ngwa,"Gambia, The",Ballingho,2019,10,13.493,-15.607,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,32.33,33,33,32.94,33,33,32.28,33,33,31.88,32,33,32.0,32,33,32.72,32,33,0.944,0.01989,0.546,361.628,0.001,0.087,0.099,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Illiasa,bissau,GM-N_biss_2019,GM-N_biss_2019_10,GM-N_biss_2019_Q4,GM-N_Illiasa_biss_2019,GM-N_Illiasa_biss_2019_10,GM-N_Illiasa_biss_2019_Q4,VBS79024-7065STDY13144701_bissau
AG0446-CW,009-1015,Beniamino Caputo,"Gambia, The",Sare Samba Sowe,2006,8,13.583,-15.9,UKN,AG1000G-GM-B,3.0,3,AG1000G-GM-2,https://www.malariagen.net/partner_study/AG1000G-GM-2,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,43.16,32,19,44.16,33,19,42.87,32,18,38.92,29,18,41.57,32,20,52.89,34,250,0.932,0.021,1.415,1827.792,0.0011505273250239,0.1511461318051576,0.0782537067545304,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2006,GM-N_biss_2006_08,GM-N_biss_2006_Q3,GM-N_Central-Badibu_biss_2006,GM-N_Central-Badibu_biss_2006_08,GM-N_Central-Badibu_biss_2006_Q3,AG0446-CW_bissau
VBS70214-7065STDY13152731,W1012,Alfred Amambua-Ngwa,"Gambia, The",Essau,2021,9,13.479,-16.515,F,1323-VO-GM-NGWA-VMF00235,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,36.92,37,38,37.52,38,38,37.02,38,38,36.07,37,38,36.42,37,38,38.05,37,37,0.945,0.0199,0.41,284.987,0.001,0.045,0.048,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Lower Niumi,bissau,GM-N_biss_2021,GM-N_biss_2021_09,GM-N_biss_2021_Q3,GM-N_Lower-Niumi_biss_2021,GM-N_Lower-Niumi_biss_2021_09,GM-N_Lower-Niumi_biss_2021_Q3,VBS70214-7065STDY13152731_bissau
VBS79295-7065STDY13144981,1323_2184,Alfred Amambua-Ngwa,"Gambia, The",Kanuma,2019,10,13.501,-16.505,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,39.1,40,40,39.49,40,40,39.02,40,40,38.74,39,41,38.96,40,40,39.39,39,39,0.946,0.02081,0.394,253.738,0.002,0.13,0.097,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Lower Niumi,bissau,GM-N_biss_2019,GM-N_biss_2019_10,GM-N_biss_2019_Q4,GM-N_Lower-Niumi_biss_2019,GM-N_Lower-Niumi_biss_2019_10,GM-N_Lower-Niumi_biss_2019_Q4,VBS79295-7065STDY13144981_bissau
VBS79064-7065STDY13144743,1323_1951,Alfred Amambua-Ngwa,"Gambia, The",Ballingho,2019,10,13.493,-15.607,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,27.2,27,28,27.53,27,28,27.07,27,28,26.95,27,28,27.02,27,28,27.69,27,27,0.941,0.02089,0.494,224.537,0.001,0.064,0.071,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Illiasa,bissau,GM-N_biss_2019,GM-N_biss_2019_10,GM-N_biss_2019_Q4,GM-N_Illiasa_biss_2019,GM-N_Illiasa_biss_2019_10,GM-N_Illiasa_biss_2019_Q4,VBS79064-7065STDY13144743_bissau
VBS48172-6366STDY9854773,W2393,Kevin Opondo,"Gambia, The",Bullock,2019,9,13.181,-16.414,F,1272-VO-GM-OPONDO-VMF00160,3.5,3,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,38.21,38,39,38.56,38,38,38.68,39,40,36.78,37,37,37.53,38,38,40.29,39,39,0.945,0.02006,1.084,1194.877,0.0023019374640322,0.1780821917808219,0.1734439834024896,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Brikama,GM-W,Foni Brefet,bissau,GM-W_biss_2019,GM-W_biss_2019_09,GM-W_biss_2019_Q3,GM-W_Foni-Brefet_biss_2019,GM-W_Foni-Brefet_biss_2019_09,GM-W_Foni-Brefet_biss_2019_Q3,VBS48172-6366STDY9854773_bissau
VBS70253-7065STDY13152770,C0483,Alfred Amambua-Ngwa,"Gambia, The",Njaba Kunda,2021,9,13.56,-15.917,F,1323-VO-GM-NGWA-VMF00235,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,23.91,24,24,24.04,24,24,23.79,24,24,23.69,23,24,23.83,24,24,24.49,23,23,0.94,0.02073,0.647,379.068,0.001,0.275,0.225,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2021,GM-N_biss_2021_09,GM-N_biss_2021_Q3,GM-N_Central-Badibu_biss_2021,GM-N_Central-Badibu_biss_2021_09,GM-N_Central-Badibu_biss_2021_Q3,VBS70253-7065STDY13152770_bissau
VBS79195-7065STDY13144878,1323_2083,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,43.11,44,45,43.55,44,45,42.95,44,45,42.65,44,45,42.95,44,45,43.74,43,44,0.945,0.02085,0.372,251.124,0.002,0.103,0.114,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kuntaur,GM-M,Niani,bissau,GM-M_biss_2019,GM-M_biss_2019_10,GM-M_biss_2019_Q4,GM-M_Niani_biss_2019,GM-M_Niani_biss_2019_10,GM-M_Niani_biss_2019_Q4,VBS79195-7065STDY13144878_bissau
VBS48157-6366STDY9854759,W1551,Kevin Opondo,"Gambia, The",Medina,2019,10,13.608,-15.281,F,1272-VO-GM-OPONDO-VMF00160,3.5,4,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,42.76,43,44,42.51,43,44,42.46,43,44,42.17,43,45,42.76,43,44,45.09,44,45,0.943,0.02173,1.015,1281.07,0.0005746025665581,0.1127063890882986,0.086848635235732,gambcolu,gambiae,gambiae,GMB,Janjanbureh,GM-M,Niamina Dankunku,bissau,GM-M_biss_2019,GM-M_biss_2019_10,GM-M_biss_2019_Q4,GM-M_Niamina-Dankunku_biss_2019,GM-M_Niamina-Dankunku_biss_2019_10,GM-M_Niamina-Dankunku_biss_2019_Q4,VBS48157-6366STDY9854759_bissau
VBS70266-7065STDY13152791,C0393,Alfred Amambua-Ngwa,"Gambia, The",Njaba Kunda,2021,9,13.56,-15.917,F,1323-VO-GM-NGWA-VMF00235,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,33.65,34,35,34.06,34,35,33.68,34,35,33.06,34,35,33.39,34,35,34.32,34,34,0.945,0.02084,0.342,166.172,0.001,0.121,0.092,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2021,GM-N_biss_2021_09,GM-N_biss_2021_Q3,GM-N_Central-Badibu_biss_2021,GM-N_Central-Badibu_biss_2021_09,GM-N_Central-Badibu_biss_2021_Q3,VBS70266-7065STDY13152791_bissau
VBS79248-7065STDY13144933,1323_2137,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,33.88,34,34,34.25,34,35,33.65,34,34,33.65,34,34,33.76,34,34,34.35,33,34,0.943,0.02074,0.46,267.936,0.0,0.153,0.08,gambcolu,gambiae,gambiae,GMB,Kuntaur,GM-M,Niani,bissau,GM-M_biss_2019,GM-M_biss_2019_10,GM-M_biss_2019_Q4,GM-M_Niani_biss_2019,GM-M_Niani_biss_2019_10,GM-M_Niani_biss_2019_Q4,VBS79248-7065STDY13144933_bissau
AG0133-C,2600,Martin Donnelly,"Gambia, The",Njabakunda,2011,8,13.55,-15.9,F,AG1000G-GM-A,3.0,3,AG1000G-GM-1,https://www.malariagen.net/partner_study/AG1000G-GM-1,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,32.88,33,33,32.97,33,33,32.57,33,33,32.56,33,33,32.78,33,33,34.31,33,33,0.934,0.021,0.808,836.339,0.0009580379383023,0.0903873744619799,0.0479338842975206,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2011,GM-N_biss_2011_08,GM-N_biss_2011_Q3,GM-N_Central-Badibu_biss_2011,GM-N_Central-Badibu_biss_2011_08,GM-N_Central-Badibu_biss_2011_Q3,AG0133-C_bissau
AG0442-CW,009-1006,Beniamino Caputo,"Gambia, The",Sare Samba Sowe,2006,8,13.583,-15.9,UKN,AG1000G-GM-B,3.0,3,AG1000G-GM-2,https://www.malariagen.net/partner_study/AG1000G-GM-2,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,51.31,38,22,52.51,40,23,51.88,39,22,45.69,35,21,49.03,38,24,62.52,42,250,0.93,0.022,0.596,682.163,0.0023019374640322,0.0876436781609195,0.0951986754966887,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2006,GM-N_biss_2006_08,GM-N_biss_2006_Q3,GM-N_Central-Badibu_biss_2006,GM-N_Central-Badibu_biss_2006_08,GM-N_Central-Badibu_biss_2006_Q3,AG0442-CW_bissau
VBS70213-7065STDY13152730,C0774,Alfred Amambua-Ngwa,"Gambia, The",Farafenni,2021,9,13.572,-15.599,F,1323-VO-GM-NGWA-VMF00235,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,39.43,40,41,39.64,40,41,39.44,40,41,38.9,40,40,39.11,40,40,40.59,40,40,0.944,0.0208,0.226,105.569,0.0,0.143,0.118,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kerewan,GM-N,Illiasa,bissau,GM-N_biss_2021,GM-N_biss_2021_09,GM-N_biss_2021_Q3,GM-N_Illiasa_biss_2021,GM-N_Illiasa_biss_2021_09,GM-N_Illiasa_biss_2021_Q3,VBS70213-7065STDY13152730_bissau
AG0454-CW,009-1065,Beniamino Caputo,"Gambia, The",Sare Samba Sowe,2006,8,13.583,-15.9,UKN,AG1000G-GM-B,3.0,3,AG1000G-GM-2,https://www.malariagen.net/partner_study/AG1000G-GM-2,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,42.41,30,15,43.22,32,14,43.27,31,17,37.02,27,15,39.7,29,17,54.18,34,250,0.931,0.021,1.222,1525.112,0.0013433122241412,0.1294033069734004,0.1019055509527754,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2006,GM-N_biss_2006_08,GM-N_biss_2006_Q3,GM-N_Central-Badibu_biss_2006,GM-N_Central-Badibu_biss_2006_08,GM-N_Central-Badibu_biss_2006_Q3,AG0454-CW_bissau
AG0138-C,2605,Martin Donnelly,"Gambia, The",Njabakunda,2011,8,13.55,-15.9,F,AG1000G-GM-A,3.0,3,AG1000G-GM-1,https://www.malariagen.net/partner_study/AG1000G-GM-1,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,34.24,34,35,34.18,34,34,34.19,34,35,33.79,34,35,33.91,34,35,36.09,35,35,0.931,0.022,0.481,361.991,0.0011492051331162,0.0575953923686105,0.0647302904564315,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2011,GM-N_biss_2011_08,GM-N_biss_2011_Q3,GM-N_Central-Badibu_biss_2011,GM-N_Central-Badibu_biss_2011_08,GM-N_Central-Badibu_biss_2011_Q3,AG0138-C_bissau
VBS68696-6411STDY13142719,1270_0934,Alfred Amambua-Ngwa,"Gambia, The",Farato,2019,8,13.439,-16.687,F,1270-VO-MULTI-PAMGEN-VMF00232,3.9,3,1270-VO-MULTI-PAMGEN,https://www.malariagen.net/partner_study/1270-VO-MULTI-PAMGEN,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,39.0,40,41,39.34,40,41,39.41,40,41,38.15,39,40,38.38,39,40,40.14,39,40,0.944,0.0219,0.279,154.179,0.001,0.37,0.426,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kanifing,GM-W,Serrekunda West,bissau,GM-W_biss_2019,GM-W_biss_2019_08,GM-W_biss_2019_Q3,GM-W_Serrekunda-West_biss_2019,GM-W_Serrekunda-West_biss_2019_08,GM-W_Serrekunda-West_biss_2019_Q3,VBS68696-6411STDY13142719_bissau
AG0162-C,2629,Martin Donnelly,"Gambia, The",Njabakunda,2011,8,13.55,-15.9,F,AG1000G-GM-A,3.0,3,AG1000G-GM-1,https://www.malariagen.net/partner_study/AG1000G-GM-1,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,35.92,36,36,35.97,36,36,35.89,36,36,35.57,36,36,35.47,36,36,37.51,36,36,0.931,0.022,0.228,115.407,0.0007658433850277,0.1103942652329749,0.0815485996705107,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2011,GM-N_biss_2011_08,GM-N_biss_2011_Q3,GM-N_Central-Badibu_biss_2011,GM-N_Central-Badibu_biss_2011_08,GM-N_Central-Badibu_biss_2011_Q3,AG0162-C_bissau
AG0231-C,2760,Martin Donnelly,"Gambia, The",Njabakunda,2011,10,13.55,-15.9,F,AG1000G-GM-A,3.0,4,AG1000G-GM-1,https://www.malariagen.net/partner_study/AG1000G-GM-1,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,35.3,35,36,35.43,35,36,35.29,36,36,34.84,35,36,34.98,35,36,36.62,36,36,0.932,0.022,0.457,365.693,0.0009584052137243,0.068916008614501,0.0784475639966969,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2011,GM-N_biss_2011_10,GM-N_biss_2011_Q4,GM-N_Central-Badibu_biss_2011,GM-N_Central-Badibu_biss_2011_10,GM-N_Central-Badibu_biss_2011_Q4,AG0231-C_bissau
VBS79017-7065STDY13144694,1323_1903,Alfred Amambua-Ngwa,"Gambia, The",Maria Samba Ngado,2019,10,13.487,-15.394,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,29.57,30,30,29.69,30,30,29.64,30,30,29.2,29,30,29.29,30,30,30.45,30,30,0.938,0.02167,0.296,115.988,0.001,0.082,0.058,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Sabach Sanjar,bissau,GM-N_biss_2019,GM-N_biss_2019_10,GM-N_biss_2019_Q4,GM-N_Sabach-Sanjar_biss_2019,GM-N_Sabach-Sanjar_biss_2019_10,GM-N_Sabach-Sanjar_biss_2019_Q4,VBS79017-7065STDY13144694_bissau
